AccountID,AccNumber,CardNumber,AccountGroupID,AccountGroupName,Title,FirstName,LastName,Status,OtherName_1,OtherName_2,Street_1,Street_2,Street_3,City,State,Country,PCode,PhoneHome,PhoneWork,Fax,Mobile,Email1st,Email2nd,PostalStreet_1,PostalStreet_2,PostalStreet_3,PostalCity,PostalState,PostalCountry,PostalPCode,Comment,DateJoined,DateNextRenewal,DateLastRenewal,DateExpiry,MembershipID,RenewalID,DateBirth,Gender,DoNotPost,DoNotEmail,DoNotSMS,DoNotPhone,ExportCode_1,ExportCode_2,CreditLimit,DiscountLimit,StopCredit,CashOnly,PointsEarnOK,PointsRedeemOK,PointsPercent,UseCALinkPnts,AccountType,AllowedVenueID,AllowedOperatorID,PriceNumber,PricingMode,PricingSortType,PricingPercent,DiscNumber,UseGroupSettings,StatemtComment,OrderNumReqd,CustomFlag_1,CustomFlag_2,CustomFlag_3,CustomFlag_4,CustomFlag_5,CustomFlag_6,CustomFlag_7,CustomFlag_8,CustomFlag_9,CustomFlag_10,CustomNum_1,CustomNum_2,CustomNum_3,CustomNum_4,CustomNum_5,CustomDate_1,CustomDate_2,CustomDate_3,CustomDate_4,CustomDate_5,CustomText_1,CustomText_2,CustomText_3,CustomText_4,CustomText_5,CustomText_6,CustomText_7,CustomText_8,CustomText_9,CustomText_10,CustomText_11,CustomText_12,CustomText_13,CustomText_14,CustomText_15,CustomText_16,CustomText_17,CustomText_18,CustomText_19,CustomText_20,Account Balance,GrossTurnover,NettTurnover,PointsEarned,PointsRedeemed,Joining Fees Paid,Renewals Paid,Count of Visits,DateLastTrans
,,,,,,Brian,Long,Active,,,,,,,,,,,,,,blongcw@webnode.com,,,,,,,,,,,,,,,,Jun 21 1931 11:32AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Daniel,Wright,Active,,,,,,,,,,,,,,dwright1r@sciencedaily.com,,,,,,,,,,,,,,,,May 11 1941  1:42AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Arthur,Long,Active,,,,,,,,,,,,,,along1y@abc.net.au,,,,,,,,,,,,,,,,Jan 26 1960 12:16PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Carlos,Webb,Active,,,,,,,,,,,,,,cwebbg8@de.vu,,,,,,,,,,,,,,,,Oct 29 1953 11:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Daniel,Brooks,Active,,,,,,,,,,,,,,dbrooksa8@digg.com,,,,,,,,,,,,,,,,Jul  2 1964 12:58AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Earl,Knight,Active,,,,,,,,,,,,,,eknighth8@about.com,,,,,,,,,,,,,,,,Jul 18 1985  9:56AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Eugene,Gray,Active,,,,,,,,,,,,,,egrayj8@theatlantic.com,,,,,,,,,,,,,,,,Oct 30 1991  3:40PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Beverly,Berry,Active,,,,,,,,,,,,,,bberryiz@cyberchimps.com,,,,,,,,,,,,,,,,Jun 16 1952  6:58AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ernest,Lewis,Active,,,,,,,,,,,,,,elewisjm@nymag.com,,,,,,,,,,,,,,,,Aug  2 1978  4:46PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rebecca,Castillo,Active,,,,,,,,,,,,,,rcastillof2@netvibes.com,,,,,,,,,,,,,,,,Nov  9 1918  2:55AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Douglas,Frazier,Active,,,,,,,,,,,,,,dfrazier7i@parallels.com,,,,,,,,,,,,,,,,Sep  5 1980  2:04AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Doris,Jacobs,Active,,,,,,,,,,,,,,djacobsje@bravesites.com,,,,,,,,,,,,,,,,Aug 17 1968  8:44AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Christopher,Richardson,Active,,,,,,,,,,,,,,crichardsona5@virginia.edu,,,,,,,,,,,,,,,,Jun  4 1911  7:38AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Martin,Roberts,Active,,,,,,,,,,,,,,mrobertsdl@state.tx.us,,,,,,,,,,,,,,,,Oct  3 1983  6:49PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Henry,Fisher,Active,,,,,,,,,,,,,,hfisher1f@si.edu,,,,,,,,,,,,,,,,Nov 24 1959  9:23AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Scott,Garcia,Active,,,,,,,,,,,,,,sgarciaan@opensource.org,,,,,,,,,,,,,,,,Feb  9 1922 10:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Gregory,Johnston,Active,,,,,,,,,,,,,,gjohnstondm@usnews.com,,,,,,,,,,,,,,,,Oct 13 1988  4:47PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Terry,Cole,Active,,,,,,,,,,,,,,tcolegg@flavors.me,,,,,,,,,,,,,,,,Sep 17 1985  2:34AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Richard,Garrett,Active,,,,,,,,,,,,,,rgarretti7@go.com,,,,,,,,,,,,,,,,Apr 19 1924  1:17AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Todd,Anderson,Active,,,,,,,,,,,,,,tandersond4@trellian.com,,,,,,,,,,,,,,,,May  7 1932  8:58AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Kimberly,Dean,Active,,,,,,,,,,,,,,kdeanfg@usda.gov,,,,,,,,,,,,,,,,Nov 13 1962  8:13AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Alice,Snyder,Active,,,,,,,,,,,,,,asnyder74@sakura.ne.jp,,,,,,,,,,,,,,,,Jun 27 1985  9:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ryan,Crawford,Active,,,,,,,,,,,,,,rcrawfordgz@weebly.com,,,,,,,,,,,,,,,,Mar 27 1990  7:41AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rebecca,Baker,Active,,,,,,,,,,,,,,rbaker48@1688.com,,,,,,,,,,,,,,,,Aug 20 1943  1:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Mark,Walker,Active,,,,,,,,,,,,,,mwalkerat@psu.edu,,,,,,,,,,,,,,,,Aug 16 1932  5:13PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Laura,Cruz,Active,,,,,,,,,,,,,,lcruzg4@wired.com,,,,,,,,,,,,,,,,Feb  4 1975  4:25AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Elizabeth,Watkins,Active,,,,,,,,,,,,,,ewatkinseh@t-online.de,,,,,,,,,,,,,,,,May 12 1969  3:34PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Larry,Mills,Active,,,,,,,,,,,,,,lmills61@moonfruit.com,,,,,,,,,,,,,,,,Jan 16 1963  2:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Benjamin,Hall,Active,,,,,,,,,,,,,,bhall9z@ucla.edu,,,,,,,,,,,,,,,,Aug 26 1942  6:47AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,William,Jordan,Active,,,,,,,,,,,,,,wjordanfn@umn.edu,,,,,,,,,,,,,,,,Jun 14 1990  4:38AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Julia,Medina,Active,,,,,,,,,,,,,,jmedinaay@blinklist.com,,,,,,,,,,,,,,,,Dec 19 1914  7:46AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Theresa,Harvey,Active,,,,,,,,,,,,,,tharveycj@phoca.cz,,,,,,,,,,,,,,,,May 18 1929  6:02AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Lisa,Robinson,Active,,,,,,,,,,,,,,lrobinson9x@ibm.com,,,,,,,,,,,,,,,,Feb  9 1911  1:35AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ruth,Perry,Active,,,,,,,,,,,,,,rperryda@1und1.de,,,,,,,,,,,,,,,,Mar  6 1969  9:03AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jane,Taylor,Active,,,,,,,,,,,,,,jtaylor8u@engadget.com,,,,,,,,,,,,,,,,Sep 24 1943  2:38PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Catherine,Peters,Active,,,,,,,,,,,,,,cpeters38@people.com.cn,,,,,,,,,,,,,,,,Feb 13 1915  4:41PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rachel,Myers,Active,,,,,,,,,,,,,,rmyersii@techcrunch.com,,,,,,,,,,,,,,,,Mar  1 1972  9:33PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jimmy,Lewis,Active,,,,,,,,,,,,,,jlewis6w@census.gov,,,,,,,,,,,,,,,,Feb 26 1952  3:16PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Melissa,Sanders,Active,,,,,,,,,,,,,,msanders5t@howstuffworks.com,,,,,,,,,,,,,,,,Jul 24 1920  3:53AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Laura,Cruz,Active,,,,,,,,,,,,,,lcruz7f@github.io,,,,,,,,,,,,,,,,Feb 16 1920 10:44AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,William,Gardner,Active,,,,,,,,,,,,,,wgardner5b@foxnews.com,,,,,,,,,,,,,,,,Jan 12 1932  9:51PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Barbara,Mcdonald,Active,,,,,,,,,,,,,,bmcdonald98@cbsnews.com,,,,,,,,,,,,,,,,Jan 13 1966  6:18AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sara,Hamilton,Active,,,,,,,,,,,,,,shamiltong@freewebs.com,,,,,,,,,,,,,,,,Aug  8 1974  8:23PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Paula,Little,Active,,,,,,,,,,,,,,plittleg0@house.gov,,,,,,,,,,,,,,,,Aug  2 1913  3:51PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Margaret,Phillips,Active,,,,,,,,,,,,,,mphillipsk@imgur.com,,,,,,,,,,,,,,,,Sep 20 1914  7:33PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Margaret,Daniels,Active,,,,,,,,,,,,,,mdanielsgt@abc.net.au,,,,,,,,,,,,,,,,Apr 11 1913  2:16AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Doris,Hawkins,Active,,,,,,,,,,,,,,dhawkins6s@w3.org,,,,,,,,,,,,,,,,Jun 29 1924  4:32AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Nicole,Thompson,Active,,,,,,,,,,,,,,nthompsonji@redcross.org,,,,,,,,,,,,,,,,Aug 28 1969  5:24AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Melissa,Sanchez,Active,,,,,,,,,,,,,,msanchezf7@wordpress.com,,,,,,,,,,,,,,,,Jan 25 1977 12:16AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sara,Hudson,Active,,,,,,,,,,,,,,shudson58@ifeng.com,,,,,,,,,,,,,,,,Sep 25 1991 10:53AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Johnny,Jenkins,Active,,,,,,,,,,,,,,jjenkinsfy@privacy.gov.au,,,,,,,,,,,,,,,,Jun 15 1955  4:11AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rachel,Lawson,Active,,,,,,,,,,,,,,rlawson65@dagondesign.com,,,,,,,,,,,,,,,,Nov 23 1982  7:47AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Lawrence,Butler,Active,,,,,,,,,,,,,,lbutlerax@unc.edu,,,,,,,,,,,,,,,,Nov 23 1989 12:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Anthony,Harris,Active,,,,,,,,,,,,,,aharris8p@seesaa.net,,,,,,,,,,,,,,,,Jun 29 1993  7:23PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dennis,Johnson,Active,,,,,,,,,,,,,,djohnsonks@storify.com,,,,,,,,,,,,,,,,Dec 16 1982 11:26AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Lillian,Berry,Active,,,,,,,,,,,,,,lberry6h@washington.edu,,,,,,,,,,,,,,,,Oct 23 1927 10:33PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Donna,Bradley,Active,,,,,,,,,,,,,,dbradley5@t-online.de,,,,,,,,,,,,,,,,Aug  3 1975  3:29AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Emily,Wheeler,Active,,,,,,,,,,,,,,ewheeler59@wisc.edu,,,,,,,,,,,,,,,,Sep 10 1977  8:48PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Joe,Anderson,Active,,,,,,,,,,,,,,janderson8c@lulu.com,,,,,,,,,,,,,,,,Nov  8 1965 11:22AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jason,Cole,Active,,,,,,,,,,,,,,jcoleju@weibo.com,,,,,,,,,,,,,,,,Sep 13 1932  1:25AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Janice,Clark,Active,,,,,,,,,,,,,,jclarkdg@auda.org.au,,,,,,,,,,,,,,,,Mar  8 1987  7:34PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Clarence,Gomez,Active,,,,,,,,,,,,,,cgomez5j@soup.io,,,,,,,,,,,,,,,,Jun 24 1923  1:14PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Lois,Palmer,Active,,,,,,,,,,,,,,lpalmerad@apache.org,,,,,,,,,,,,,,,,Jul 28 1951  6:44PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Beverly,Perry,Active,,,,,,,,,,,,,,bperryli@cloudflare.com,,,,,,,,,,,,,,,,Jan 28 1986  8:29AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Frank,Gomez,Active,,,,,,,,,,,,,,fgomez60@github.io,,,,,,,,,,,,,,,,Feb 17 1941  4:36AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jack,Frazier,Active,,,,,,,,,,,,,,jfrazier4i@ning.com,,,,,,,,,,,,,,,,May 29 1927  2:58AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Amy,Johnston,Active,,,,,,,,,,,,,,ajohnston4a@yale.edu,,,,,,,,,,,,,,,,Aug 27 1954  8:13PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sharon,Garcia,Active,,,,,,,,,,,,,,sgarcia1o@vkontakte.ru,,,,,,,,,,,,,,,,Aug  1 1986  8:51AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Gerald,Pierce,Active,,,,,,,,,,,,,,gpiercei6@feedburner.com,,,,,,,,,,,,,,,,May 29 1986  4:23AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jeffrey,Pierce,Active,,,,,,,,,,,,,,jpiercebp@dropbox.com,,,,,,,,,,,,,,,,May 11 1987  2:49PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Alice,Hernandez,Active,,,,,,,,,,,,,,ahernandezb@multiply.com,,,,,,,,,,,,,,,,Jan 12 1994 12:58AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Andrea,Stewart,Active,,,,,,,,,,,,,,astewartk4@twitter.com,,,,,,,,,,,,,,,,Sep  6 1954 12:52PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Anthony,Brooks,Active,,,,,,,,,,,,,,abrooksbb@g.co,,,,,,,,,,,,,,,,Mar 11 1928 12:14PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Roger,Nguyen,Active,,,,,,,,,,,,,,rnguyen1j@aboutads.info,,,,,,,,,,,,,,,,Apr 29 1994 10:43AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Walter,Hart,Active,,,,,,,,,,,,,,whartc0@yahoo.com,,,,,,,,,,,,,,,,Jan  6 1982  4:29PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Larry,Boyd,Active,,,,,,,,,,,,,,lboyd3g@ameblo.jp,,,,,,,,,,,,,,,,Sep 23 1942  5:49AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Pamela,Simpson,Active,,,,,,,,,,,,,,psimpson9t@w3.org,,,,,,,,,,,,,,,,May 22 1938  9:48PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Shawn,Ramirez,Active,,,,,,,,,,,,,,sramirezg2@miitbeian.gov.cn,,,,,,,,,,,,,,,,Feb 19 1947  1:24AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diane,Wells,Active,,,,,,,,,,,,,,dwellsjh@pen.io,,,,,,,,,,,,,,,,Apr  2 1930  9:30PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Margaret,Rodriguez,Active,,,,,,,,,,,,,,mrodriguez6v@archive.org,,,,,,,,,,,,,,,,Jan 24 1947  3:29PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Angela,Young,Active,,,,,,,,,,,,,,ayoung6f@google.fr,,,,,,,,,,,,,,,,Feb 19 1930  7:17PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Kenneth,Dunn,Active,,,,,,,,,,,,,,kdunnb5@domainmarket.com,,,,,,,,,,,,,,,,Oct  4 1954  3:17PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
